city,type,date,annee,mois,temperature_max_celsius,temperature_min_celsius,precipitation_mm,humidity_max_percent,humidity_min_percent,wind_speed_kmh
Ouled Frej,climat_historique,2023-06-10,2023,,26.5,16.9,0.0,94,45,19.3
Ouled Frej,climat_historique,2023-06-11,2023,,26.9,16.5,0.0,99,46,19.0
Ouled Frej,climat_historique,2023-06-12,2023,,26.9,17.0,0.0,96,45,20.9
Ouled Frej,climat_historique,2023-06-13,2023,,25.9,19.6,0.1,93,48,21.0
Ouled Frej,climat_historique,2023-06-14,2023,,26.9,18.0,0.0,88,42,25.1
Ouled Frej,climat_historique,2023-06-15,2023,,30.1,17.5,0.0,98,38,21.6
Ouled Frej,climat_historique,2023-06-16,2023,,30.4,18.9,0.0,99,43,18.9
Ouled Frej,climat_historique,2023-06-17,2023,,28.8,18.5,0.0,98,50,22.8
Ouled Frej,climat_historique,2023-06-18,2023,,27.2,19.4,0.0,96,52,20.1
Ouled Frej,climat_historique,2023-06-19,2023,,27.4,18.8,0.0,99,45,20.1
Ouled Frej,climat_historique,2023-06-20,2023,,27.6,18.3,0.0,94,48,20.6
Ouled Frej,climat_historique,2023-06-21,2023,,27.7,18.3,0.0,94,46,20.2
Ouled Frej,climat_historique,2023-06-22,2023,,28.6,18.9,0.0,95,49,23.9
Ouled Frej,climat_historique,2023-06-23,2023,,30.9,19.1,0.0,97,40,20.7
Ouled Frej,climat_historique,2023-06-24,2023,,32.5,20.8,0.0,100,45,17.8
Ouled Frej,climat_historique,2023-06-25,2023,,36.1,20.9,0.0,100,40,18.8
Ouled Frej,climat_historique,2023-06-26,2023,,44.7,21.9,0.0,98,9,26.3
Ouled Frej,climat_historique,2023-06-27,2023,,39.7,23.1,0.0,78,23,21.7
Ouled Frej,climat_historique,2023-06-28,2023,,32.2,19.6,0.0,100,41,19.4
Ouled Frej,climat_historique,2023-06-29,2023,,30.4,21.6,0.0,94,48,20.5
Ouled Frej,climat_historique,2023-06-30,2023,,28.2,20.1,0.0,95,46,22.9
Ouled Frej,climat_historique,2023-07-01,2023,,29.6,17.9,0.0,96,47,18.7
Ouled Frej,climat_historique,2023-07-02,2023,,31.4,20.6,0.0,100,47,21.1
Ouled Frej,climat_historique,2023-07-03,2023,,30.0,21.0,0.0,98,48,19.8
Ouled Frej,climat_historique,2023-07-04,2023,,30.2,20.8,0.0,96,44,20.3
Ouled Frej,climat_historique,2023-07-05,2023,,31.5,20.4,0.0,99,35,21.0
Ouled Frej,climat_historique,2023-07-06,2023,,29.4,19.6,0.0,98,43,20.4
Ouled Frej,climat_historique,2023-07-07,2023,,27.1,20.0,0.0,90,44,19.5
Ouled Frej,climat_historique,2023-07-08,2023,,28.4,18.5,0.0,90,44,23.0
Ouled Frej,climat_historique,2023-07-09,2023,,30.6,20.1,0.0,88,39,25.1
Ouled Frej,climat_historique,2023-07-10,2023,,32.4,20.2,0.0,96,40,21.0
Ouled Frej,climat_historique,2023-07-11,2023,,31.5,19.9,0.0,99,40,22.0
Ouled Frej,climat_historique,2023-07-12,2023,,32.5,20.6,0.0,99,37,23.1
Ouled Frej,climat_historique,2023-07-13,2023,,36.0,19.3,0.0,100,22,20.5
Ouled Frej,climat_historique,2023-07-14,2023,,31.1,18.6,0.0,97,40,22.3
Ouled Frej,climat_historique,2023-07-15,2023,,29.2,20.3,0.0,97,43,25.9
Ouled Frej,climat_historique,2023-07-16,2023,,28.9,20.4,0.0,84,50,26.6
Ouled Frej,climat_historique,2023-07-17,2023,,30.0,19.1,0.0,96,45,19.2
Ouled Frej,climat_historique,2023-07-18,2023,,35.1,20.5,0.0,98,40,19.5
Ouled Frej,climat_historique,2023-07-19,2023,,32.0,21.7,0.0,97,42,22.0
Ouled Frej,climat_historique,2023-07-20,2023,,28.1,21.1,0.0,92,50,23.6
Ouled Frej,climat_historique,2023-07-21,2023,,28.1,20.0,0.0,92,47,26.6
Ouled Frej,climat_historique,2023-07-22,2023,,27.2,20.2,0.0,85,47,23.4
Ouled Frej,climat_historique,2023-07-23,2023,,28.1,19.1,0.0,96,46,22.2
Ouled Frej,climat_historique,2023-07-24,2023,,27.4,19.0,0.0,97,48,23.0
Ouled Frej,climat_historique,2023-07-25,2023,,27.2,19.4,0.0,89,48,22.9
Ouled Frej,climat_historique,2023-07-26,2023,,26.4,17.8,0.0,97,46,19.7
Ouled Frej,climat_historique,2023-07-27,2023,,27.0,17.9,0.0,88,44,23.4
Ouled Frej,climat_historique,2023-07-28,2023,,28.3,19.5,0.0,91,45,23.1
Ouled Frej,climat_historique,2023-07-29,2023,,30.0,19.8,0.0,98,43,20.6
Ouled Frej,climat_historique,2023-07-30,2023,,31.1,20.5,0.0,99,46,21.6
Ouled Frej,climat_historique,2023-07-31,2023,,31.7,19.5,0.0,100,40,24.9
Ouled Frej,climat_historique,2023-08-01,2023,,28.8,19.6,0.0,98,48,23.8
Ouled Frej,climat_historique,2023-08-02,2023,,28.2,18.5,0.0,96,55,23.0
Ouled Frej,climat_historique,2023-08-03,2023,,28.5,20.4,0.0,95,54,25.3
Ouled Frej,climat_historique,2023-08-04,2023,,29.8,19.0,0.0,98,41,23.8
Ouled Frej,climat_historique,2023-08-05,2023,,33.9,17.9,0.0,96,38,22.1
Ouled Frej,climat_historique,2023-08-06,2023,,30.4,20.0,0.0,99,47,22.0
Ouled Frej,climat_historique,2023-08-07,2023,,30.0,18.6,0.0,97,48,19.2
Ouled Frej,climat_historique,2023-08-08,2023,,29.3,20.0,0.0,95,52,17.1
Ouled Frej,climat_historique,2023-08-09,2023,,31.2,21.1,0.0,100,54,22.1
Ouled Frej,climat_historique,2023-08-10,2023,,34.7,21.4,0.0,96,42,23.7
Ouled Frej,climat_historique,2023-08-11,2023,,37.2,23.1,0.0,74,21,22.5
Ouled Frej,climat_historique,2023-08-12,2023,,39.5,24.2,0.0,66,20,25.0
Ouled Frej,climat_historique,2023-08-13,2023,,35.8,22.4,0.0,80,33,26.4
Ouled Frej,climat_historique,2023-08-14,2023,,30.6,20.6,0.0,93,43,20.9
Ouled Frej,climat_historique,2023-08-15,2023,,29.6,18.9,0.0,98,41,20.0
Ouled Frej,climat_historique,2023-08-16,2023,,29.6,18.6,0.0,100,44,20.2
Ouled Frej,climat_historique,2023-08-17,2023,,29.5,19.7,0.0,98,43,19.4
Ouled Frej,climat_historique,2023-08-18,2023,,31.6,20.0,0.0,98,37,21.2
Ouled Frej,climat_historique,2023-08-19,2023,,33.7,21.0,0.0,98,34,21.9
Ouled Frej,climat_historique,2023-08-20,2023,,37.7,22.5,0.0,90,23,22.1
Ouled Frej,climat_historique,2023-08-21,2023,,41.2,20.9,0.0,93,21,21.9
Ouled Frej,climat_historique,2023-08-22,2023,,39.5,21.5,0.0,96,27,18.7
Ouled Frej,climat_historique,2023-08-23,2023,,37.2,21.6,0.0,99,31,16.5
Ouled Frej,climat_historique,2023-08-24,2023,,42.0,22.2,0.0,100,19,19.8
Ouled Frej,climat_historique,2023-08-25,2023,,41.8,22.9,0.0,88,15,19.8
Ouled Frej,climat_historique,2023-08-26,2023,,29.8,20.7,0.0,93,56,20.9
Ouled Frej,climat_historique,2023-08-27,2023,,27.9,20.5,0.0,92,44,25.4
Ouled Frej,climat_historique,2023-08-28,2023,,31.2,17.3,0.0,94,28,27.2
Ouled Frej,climat_historique,2023-08-29,2023,,30.5,17.9,0.0,99,44,23.8
Ouled Frej,climat_historique,2023-08-30,2023,,28.7,19.6,0.0,98,47,22.4
Ouled Frej,climat_historique,2023-08-31,2023,,28.2,18.0,0.0,99,44,17.3
Ouled Frej,climat_historique,2023-09-01,2023,,26.8,19.4,0.0,99,53,19.4
Ouled Frej,climat_historique,2023-09-02,2023,,26.2,18.4,11.5,93,50,17.9
Ouled Frej,climat_historique,2023-09-03,2023,,25.1,17.0,1.1,95,48,21.6
Ouled Frej,climat_historique,2023-09-04,2023,,27.6,17.1,0.0,93,41,24.5
Ouled Frej,climat_historique,2023-09-05,2023,,27.8,17.4,0.0,96,42,15.0
Ouled Frej,climat_historique,2023-09-06,2023,,30.6,17.3,0.0,100,41,18.6
Ouled Frej,climat_historique,2023-09-07,2023,,30.2,18.8,0.0,100,46,16.9
Ouled Frej,climat_historique,2023-09-08,2023,,29.1,17.3,0.0,100,42,14.8
Ouled Frej,climat_historique,2023-09-09,2023,,29.4,20.1,0.0,96,41,17.1
Ouled Frej,climat_historique,2023-09-10,2023,,28.0,19.1,0.0,100,49,16.9
Ouled Frej,climat_historique,2023-09-11,2023,,27.8,19.0,0.0,99,49,17.8
Ouled Frej,climat_historique,2023-09-12,2023,,28.1,19.5,0.0,97,46,21.1
Ouled Frej,climat_historique,2023-09-13,2023,,27.4,18.0,0.0,96,48,20.0
Ouled Frej,climat_historique,2023-09-14,2023,,27.5,19.5,0.0,99,52,20.7
Ouled Frej,climat_historique,2023-09-15,2023,,28.2,19.6,0.0,97,45,20.7
Ouled Frej,climat_historique,2023-09-16,2023,,27.2,18.5,0.0,94,49,18.9
Ouled Frej,climat_historique,2023-09-17,2023,,25.1,18.2,1.0,91,55,13.8
Ouled Frej,climat_historique,2023-09-18,2023,,27.3,17.9,0.0,88,41,21.3
Ouled Frej,climat_historique,2023-09-19,2023,,27.4,17.5,0.0,95,44,21.3
Ouled Frej,climat_historique,2023-09-20,2023,,27.3,15.3,0.0,94,42,20.2
Ouled Frej,climat_historique,2023-09-21,2023,,27.2,15.6,0.0,99,42,18.7
Ouled Frej,climat_historique,2023-09-22,2023,,24.5,18.4,0.1,84,57,19.7
Ouled Frej,climat_historique,2023-09-23,2023,,27.1,16.6,0.0,86,42,22.8
Ouled Frej,climat_historique,2023-09-24,2023,,28.2,16.5,0.0,100,42,17.8
Ouled Frej,climat_historique,2023-09-25,2023,,28.4,18.8,0.0,100,47,15.9
Ouled Frej,climat_historique,2023-09-26,2023,,27.6,19.0,0.0,97,52,18.3
Ouled Frej,climat_historique,2023-09-27,2023,,27.4,18.5,0.0,98,57,18.3
Ouled Frej,climat_historique,2023-09-28,2023,,30.0,18.5,0.0,100,49,15.6
Ouled Frej,climat_historique,2023-09-29,2023,,34.0,19.4,0.0,100,35,14.4
Ouled Frej,climat_historique,2023-09-30,2023,,36.4,17.9,0.0,100,22,16.3
Ouled Frej,climat_historique,2023-10-01,2023,,33.7,16.9,0.0,100,29,16.0
Ouled Frej,climat_historique,2023-10-02,2023,,31.8,14.8,0.0,100,34,16.1
Ouled Frej,climat_historique,2023-10-03,2023,,30.8,18.9,0.0,100,47,15.3
Ouled Frej,climat_historique,2023-10-04,2023,,32.7,17.7,0.0,100,40,15.5
Ouled Frej,climat_historique,2023-10-05,2023,,31.5,17.1,0.0,100,44,14.3
Ouled Frej,climat_historique,2023-10-06,2023,,37.0,18.6,0.0,100,19,18.5
Ouled Frej,climat_historique,2023-10-07,2023,,37.8,18.3,0.0,70,14,17.9
Ouled Frej,climat_historique,2023-10-08,2023,,35.8,16.6,0.0,98,18,13.6
Ouled Frej,climat_historique,2023-10-09,2023,,35.0,16.2,0.0,100,24,14.7
Ouled Frej,climat_historique,2023-10-10,2023,,29.6,17.5,0.0,100,49,15.3
Ouled Frej,climat_historique,2023-10-11,2023,,28.3,18.6,0.0,99,51,15.8
Ouled Frej,climat_historique,2023-10-12,2023,,28.0,18.1,0.0,100,45,14.5
Ouled Frej,climat_historique,2023-10-13,2023,,32.4,16.5,0.0,100,27,13.8
Ouled Frej,climat_historique,2023-10-14,2023,,32.3,20.4,0.1,95,25,19.9
Ouled Frej,climat_historique,2023-10-15,2023,,32.2,20.5,0.1,90,25,18.3
Ouled Frej,climat_historique,2023-10-16,2023,,30.2,18.1,0.5,99,37,13.9
Ouled Frej,climat_historique,2023-10-17,2023,,30.5,20.8,0.0,96,34,26.4
Ouled Frej,climat_historique,2023-10-18,2023,,27.5,19.8,0.0,97,46,17.3
Ouled Frej,climat_historique,2023-10-19,2023,,26.8,18.2,2.9,96,49,40.2
Ouled Frej,climat_historique,2023-10-20,2023,,24.0,16.9,12.3,96,47,24.4
Ouled Frej,climat_historique,2023-10-21,2023,,24.7,14.4,0.1,96,41,14.3
Ouled Frej,climat_historique,2023-10-22,2023,,23.9,17.6,7.8,93,61,54.2
Ouled Frej,climat_historique,2023-10-23,2023,,20.0,15.2,8.5,96,70,19.2
Ouled Frej,climat_historique,2023-10-24,2023,,23.0,12.8,0.0,100,51,12.9
Ouled Frej,climat_historique,2023-10-25,2023,,25.0,12.8,0.0,96,49,12.2
Ouled Frej,climat_historique,2023-10-26,2023,,24.5,14.1,0.2,100,62,11.5
Ouled Frej,climat_historique,2023-10-27,2023,,23.5,16.5,1.2,100,68,13.7
Ouled Frej,climat_historique,2023-10-28,2023,,23.9,15.4,0.0,100,52,14.2
Ouled Frej,climat_historique,2023-10-29,2023,,24.5,12.9,0.1,97,51,19.6
Ouled Frej,climat_historique,2023-10-30,2023,,24.6,18.1,1.2,91,62,21.9
Ouled Frej,climat_historique,2023-10-31,2023,,27.0,17.6,0.0,97,62,11.5
Ouled Frej,climat_historique,2023-11-01,2023,,25.6,17.1,0.9,99,62,16.5
Ouled Frej,climat_historique,2023-11-02,2023,,23.6,14.4,0.1,100,62,22.0
Ouled Frej,climat_historique,2023-11-03,2023,,23.2,16.1,0.6,97,51,13.4
Ouled Frej,climat_historique,2023-11-04,2023,,23.1,13.1,0.0,96,55,13.9
Ouled Frej,climat_historique,2023-11-05,2023,,21.1,14.1,0.7,97,73,19.1
Ouled Frej,climat_historique,2023-11-06,2023,,21.0,15.4,0.0,92,58,23.6
Ouled Frej,climat_historique,2023-11-07,2023,,20.5,13.3,0.0,81,43,27.4
Ouled Frej,climat_historique,2023-11-08,2023,,21.4,10.5,0.0,90,44,25.1
Ouled Frej,climat_historique,2023-11-09,2023,,23.5,12.4,0.0,95,47,16.6
Ouled Frej,climat_historique,2023-11-10,2023,,26.2,14.3,0.0,97,50,18.8
Ouled Frej,climat_historique,2023-11-11,2023,,25.8,15.2,0.0,100,56,20.4
Ouled Frej,climat_historique,2023-11-12,2023,,26.6,17.0,0.0,98,49,16.3
Ouled Frej,climat_historique,2023-11-13,2023,,29.6,13.4,0.0,95,32,9.8
Ouled Frej,climat_historique,2023-11-14,2023,,30.5,12.6,0.0,98,27,12.7
Ouled Frej,climat_historique,2023-11-15,2023,,28.4,11.9,0.0,100,37,17.0
Ouled Frej,climat_historique,2023-11-16,2023,,25.6,12.0,0.0,97,50,18.0
Ouled Frej,climat_historique,2023-11-17,2023,,27.2,12.3,0.0,100,38,14.2
Ouled Frej,climat_historique,2023-11-18,2023,,25.5,11.6,0.0,100,38,13.1
Ouled Frej,climat_historique,2023-11-19,2023,,24.2,13.1,0.0,100,50,10.5
Ouled Frej,climat_historique,2023-11-20,2023,,24.0,10.1,0.0,100,38,11.0
Ouled Frej,climat_historique,2023-11-21,2023,,22.6,14.4,0.0,100,58,14.2
Ouled Frej,climat_historique,2023-11-22,2023,,20.9,11.2,0.1,100,47,15.9
Ouled Frej,climat_historique,2023-11-23,2023,,21.2,8.5,0.0,97,42,19.2
Ouled Frej,climat_historique,2023-11-24,2023,,21.0,9.6,0.0,94,45,10.8
Ouled Frej,climat_historique,2023-11-25,2023,,20.7,9.1,0.0,97,46,18.8
Ouled Frej,climat_historique,2023-11-26,2023,,21.6,8.1,0.0,96,44,12.6
Ouled Frej,climat_historique,2023-11-27,2023,,22.0,8.5,0.0,95,42,11.0
Ouled Frej,climat_historique,2023-11-28,2023,,21.9,10.4,0.0,96,49,13.6
Ouled Frej,climat_historique,2023-11-29,2023,,22.5,10.3,0.0,98,53,12.1
Ouled Frej,climat_historique,2023-11-30,2023,,22.8,12.7,0.0,97,43,21.6
Ouled Frej,climat_historique,2023-12-01,2023,,21.0,15.2,6.9,96,32,30.5
Ouled Frej,climat_historique,2023-12-02,2023,,19.1,8.9,0.1,100,53,14.0
Ouled Frej,climat_historique,2023-12-03,2023,,20.8,9.7,0.0,94,37,13.7
Ouled Frej,climat_historique,2023-12-04,2023,,21.6,6.9,0.0,97,37,11.5
Ouled Frej,climat_historique,2023-12-05,2023,,24.0,11.4,12.5,93,36,26.3
Ouled Frej,climat_historique,2023-12-06,2023,,20.1,14.4,1.8,100,70,27.8
Ouled Frej,climat_historique,2023-12-07,2023,,20.0,14.8,0.3,100,72,13.8
Ouled Frej,climat_historique,2023-12-08,2023,,22.9,10.9,0.0,100,66,15.2
Ouled Frej,climat_historique,2023-12-09,2023,,23.5,14.2,0.0,97,63,17.4
Ouled Frej,climat_historique,2023-12-10,2023,,27.4,12.5,0.0,94,45,16.4
Ouled Frej,climat_historique,2023-12-11,2023,,27.0,13.0,0.0,98,44,10.2
Ouled Frej,climat_historique,2023-12-12,2023,,22.7,11.4,0.0,100,53,9.6
Ouled Frej,climat_historique,2023-12-13,2023,,21.0,12.4,0.0,100,71,17.2
Ouled Frej,climat_historique,2023-12-14,2023,,18.6,11.4,0.0,93,50,25.6
Ouled Frej,climat_historique,2023-12-15,2023,,19.9,6.6,0.0,94,47,15.8
Ouled Frej,climat_historique,2023-12-16,2023,,22.4,7.1,0.0,99,29,11.0
Ouled Frej,climat_historique,2023-12-17,2023,,19.3,5.1,0.0,100,63,10.9
Ouled Frej,climat_historique,2023-12-18,2023,,19.0,3.9,0.0,86,40,15.3
Ouled Frej,climat_historique,2023-12-19,2023,,18.5,7.7,0.0,93,41,19.0
Ouled Frej,climat_historique,2023-12-20,2023,,18.5,6.4,0.2,96,54,15.6
Ouled Frej,climat_historique,2023-12-21,2023,,18.8,9.4,1.2,99,55,19.1
Ouled Frej,climat_historique,2023-12-22,2023,,19.3,7.8,0.0,100,59,12.7
Ouled Frej,climat_historique,2023-12-23,2023,,18.9,8.9,0.0,100,60,10.6
Ouled Frej,climat_historique,2023-12-24,2023,,19.9,5.8,0.0,100,44,11.8
Ouled Frej,climat_historique,2023-12-25,2023,,19.0,6.8,0.0,99,58,12.4
Ouled Frej,climat_historique,2023-12-26,2023,,19.0,8.1,0.0,100,46,18.3
Ouled Frej,climat_historique,2023-12-27,2023,,19.5,7.9,0.0,97,48,15.5
Ouled Frej,climat_historique,2023-12-28,2023,,22.4,4.9,0.0,100,23,11.8
Ouled Frej,climat_historique,2023-12-29,2023,,25.0,8.6,0.0,87,12,16.1
Ouled Frej,climat_historique,2023-12-30,2023,,22.5,7.2,0.0,93,20,12.3
Ouled Frej,climat_historique,2023-12-31,2023,,21.7,6.8,0.0,91,21,12.1
Ouled Frej,climat_historique,2024-01-01,2024,,22.5,10.4,0.8,81,35,13.1
Ouled Frej,climat_historique,2024-01-02,2024,,24.6,8.6,0.0,84,21,12.3
Ouled Frej,climat_historique,2024-01-03,2024,,26.1,8.7,0.0,84,17,12.0
Ouled Frej,climat_historique,2024-01-04,2024,,22.5,9.9,0.4,94,27,16.8
Ouled Frej,climat_historique,2024-01-05,2024,,19.2,11.1,1.7,96,43,17.7
Ouled Frej,climat_historique,2024-01-06,2024,,19.1,9.1,0.0,88,43,19.6
Ouled Frej,climat_historique,2024-01-07,2024,,19.5,6.4,0.0,93,38,15.2
Ouled Frej,climat_historique,2024-01-08,2024,,21.0,5.4,0.0,96,33,10.1
Ouled Frej,climat_historique,2024-01-09,2024,,22.8,8.8,0.0,98,42,15.7
Ouled Frej,climat_historique,2024-01-10,2024,,20.6,13.0,0.6,100,66,11.6
Ouled Frej,climat_historique,2024-01-11,2024,,24.2,11.1,0.0,100,33,12.0
Ouled Frej,climat_historique,2024-01-12,2024,,28.5,9.5,0.0,96,13,17.1
Ouled Frej,climat_historique,2024-01-13,2024,,30.0,14.0,0.0,57,9,19.4
Ouled Frej,climat_historique,2024-01-14,2024,,28.9,12.4,0.0,56,7,17.7
Ouled Frej,climat_historique,2024-01-15,2024,,27.7,11.8,0.0,32,9,13.0
Ouled Frej,climat_historique,2024-01-16,2024,,24.4,15.6,2.0,77,11,26.6
Ouled Frej,climat_historique,2024-01-17,2024,,23.0,16.4,1.4,94,31,30.8
Ouled Frej,climat_historique,2024-01-18,2024,,24.0,13.5,0.0,98,47,14.8
Ouled Frej,climat_historique,2024-01-19,2024,,18.2,11.9,19.1,96,62,29.3
Ouled Frej,climat_historique,2024-01-20,2024,,18.8,10.1,0.0,100,51,17.1
Ouled Frej,climat_historique,2024-01-21,2024,,19.0,9.6,0.0,95,50,18.2
Ouled Frej,climat_historique,2024-01-22,2024,,20.1,8.6,0.0,98,48,14.8
Ouled Frej,climat_historique,2024-01-23,2024,,23.9,7.6,0.0,97,38,10.8
Ouled Frej,climat_historique,2024-01-24,2024,,24.6,5.2,0.0,100,37,12.6
Ouled Frej,climat_historique,2024-01-25,2024,,24.9,7.9,0.0,100,36,13.0
Ouled Frej,climat_historique,2024-01-26,2024,,23.9,7.8,0.0,100,31,9.4
Ouled Frej,climat_historique,2024-01-27,2024,,26.2,8.1,0.0,100,21,11.5
Ouled Frej,climat_historique,2024-01-28,2024,,27.4,9.7,0.0,88,19,14.5
Ouled Frej,climat_historique,2024-01-29,2024,,27.2,9.6,0.0,65,15,13.0
Ouled Frej,climat_historique,2024-01-30,2024,,27.6,10.1,0.0,66,18,14.5
Ouled Frej,climat_historique,2024-01-31,2024,,26.8,10.2,0.0,94,19,12.3
Ouled Frej,climat_historique,2024-02-01,2024,,24.0,8.5,0.0,100,47,11.4
Ouled Frej,climat_historique,2024-02-02,2024,,21.2,11.3,0.0,100,53,13.5
Ouled Frej,climat_historique,2024-02-03,2024,,22.8,10.5,0.0,100,47,13.9
Ouled Frej,climat_historique,2024-02-04,2024,,24.7,7.7,0.0,100,27,12.0
Ouled Frej,climat_historique,2024-02-05,2024,,22.0,11.2,0.0,100,37,9.8
Ouled Frej,climat_historique,2024-02-06,2024,,23.4,10.9,0.0,100,29,14.9
Ouled Frej,climat_historique,2024-02-07,2024,,25.4,7.8,0.0,99,17,12.7
Ouled Frej,climat_historique,2024-02-08,2024,,25.9,11.4,0.0,72,11,32.1
Ouled Frej,climat_historique,2024-02-09,2024,,21.3,14.4,17.9,93,24,48.6
Ouled Frej,climat_historique,2024-02-10,2024,,18.8,13.1,1.7,95,66,20.4
Ouled Frej,climat_historique,2024-02-11,2024,,22.0,11.6,0.0,95,56,16.2
Ouled Frej,climat_historique,2024-02-12,2024,,23.6,13.1,0.0,97,60,14.2
Ouled Frej,climat_historique,2024-02-13,2024,,25.4,12.9,0.0,97,52,15.3
Ouled Frej,climat_historique,2024-02-14,2024,,34.2,14.1,0.0,100,18,18.3
Ouled Frej,climat_historique,2024-02-15,2024,,22.8,15.1,0.6,100,61,20.2
Ouled Frej,climat_historique,2024-02-16,2024,,21.2,14.5,0.0,98,51,23.5
Ouled Frej,climat_historique,2024-02-17,2024,,21.6,12.6,0.0,94,48,26.0
Ouled Frej,climat_historique,2024-02-18,2024,,22.8,12.1,0.0,96,38,24.8
Ouled Frej,climat_historique,2024-02-19,2024,,22.8,8.8,0.0,96,51,13.4
Ouled Frej,climat_historique,2024-02-20,2024,,22.2,11.9,0.0,100,56,15.0
Ouled Frej,climat_historique,2024-02-21,2024,,25.5,11.4,0.0,98,37,16.3
Ouled Frej,climat_historique,2024-02-22,2024,,21.8,11.6,0.0,100,46,16.7
Ouled Frej,climat_historique,2024-02-23,2024,,17.5,11.6,3.4,96,60,22.3
Ouled Frej,climat_historique,2024-02-24,2024,,18.9,11.4,0.1,88,48,17.7
Ouled Frej,climat_historique,2024-02-25,2024,,20.8,8.8,0.0,96,49,16.9
Ouled Frej,climat_historique,2024-02-26,2024,,18.9,10.1,1.9,96,69,21.8
Ouled Frej,climat_historique,2024-02-27,2024,,16.8,8.8,0.1,79,38,26.7
Ouled Frej,climat_historique,2024-02-28,2024,,19.4,6.5,0.0,94,40,18.7
Ouled Frej,climat_historique,2024-02-29,2024,,19.0,7.6,0.2,98,53,21.7
Ouled Frej,climat_historique,2024-03-01,2024,,18.0,10.8,0.1,93,53,24.3
Ouled Frej,climat_historique,2024-03-02,2024,,19.8,7.5,0.0,97,40,19.7
Ouled Frej,climat_historique,2024-03-03,2024,,19.8,10.6,2.3,95,56,17.1
Ouled Frej,climat_historique,2024-03-04,2024,,20.8,9.1,0.0,97,46,21.0
Ouled Frej,climat_historique,2024-03-05,2024,,20.1,12.1,0.0,97,52,22.1
Ouled Frej,climat_historique,2024-03-06,2024,,22.4,9.6,0.0,96,43,21.7
Ouled Frej,climat_historique,2024-03-07,2024,,19.5,8.2,3.0,99,55,33.4
Ouled Frej,climat_historique,2024-03-08,2024,,19.2,9.3,0.0,89,41,20.5
Ouled Frej,climat_historique,2024-03-09,2024,,18.9,12.9,12.9,91,67,35.3
Ouled Frej,climat_historique,2024-03-10,2024,,18.5,10.6,1.9,91,60,17.8
Ouled Frej,climat_historique,2024-03-11,2024,,20.5,8.1,0.0,98,49,21.9
Ouled Frej,climat_historique,2024-03-12,2024,,22.9,9.4,0.0,95,46,14.5
Ouled Frej,climat_historique,2024-03-13,2024,,19.0,12.7,4.1,96,61,16.3
Ouled Frej,climat_historique,2024-03-14,2024,,20.7,12.3,0.4,100,62,14.0
Ouled Frej,climat_historique,2024-03-15,2024,,24.0,12.1,0.0,100,54,17.5
Ouled Frej,climat_historique,2024-03-16,2024,,30.6,12.4,0.0,98,28,12.3
Ouled Frej,climat_historique,2024-03-17,2024,,35.4,14.6,0.0,91,12,16.1
Ouled Frej,climat_historique,2024-03-18,2024,,33.4,16.7,0.0,75,16,19.4
Ouled Frej,climat_historique,2024-03-19,2024,,24.5,14.0,0.0,100,54,19.2
Ouled Frej,climat_historique,2024-03-20,2024,,21.0,12.9,0.1,99,46,19.2
Ouled Frej,climat_historique,2024-03-21,2024,,20.4,10.8,1.2,98,47,18.3
Ouled Frej,climat_historique,2024-03-22,2024,,17.8,11.6,6.8,97,53,17.7
Ouled Frej,climat_historique,2024-03-23,2024,,25.9,9.1,2.5,99,38,21.3
Ouled Frej,climat_historique,2024-03-24,2024,,19.8,13.4,2.0,99,56,30.3
Ouled Frej,climat_historique,2024-03-25,2024,,19.5,13.5,12.6,92,70,29.6
Ouled Frej,climat_historique,2024-03-26,2024,,16.0,11.0,8.8,93,50,29.7
Ouled Frej,climat_historique,2024-03-27,2024,,20.2,10.1,0.1,84,43,23.5
Ouled Frej,climat_historique,2024-03-28,2024,,22.5,12.4,0.0,90,45,31.4
Ouled Frej,climat_historique,2024-03-29,2024,,17.7,12.8,6.9,92,52,38.5
Ouled Frej,climat_historique,2024-03-30,2024,,18.1,12.7,9.5,91,71,40.4
Ouled Frej,climat_historique,2024-03-31,2024,,21.3,13.6,10.7,93,62,41.2
Ouled Frej,climat_historique,2024-04-01,2024,,19.6,12.7,0.9,94,58,13.8
Ouled Frej,climat_historique,2024-04-02,2024,,20.3,9.1,0.1,96,58,15.5
Ouled Frej,climat_historique,2024-04-03,2024,,23.5,10.0,0.0,98,50,21.4
Ouled Frej,climat_historique,2024-04-04,2024,,27.5,13.1,0.0,97,55,16.6
Ouled Frej,climat_historique,2024-04-05,2024,,36.0,13.2,0.0,100,13,19.7
Ouled Frej,climat_historique,2024-04-06,2024,,25.6,15.2,0.0,90,48,18.7
Ouled Frej,climat_historique,2024-04-07,2024,,22.5,14.8,0.0,97,55,20.9
Ouled Frej,climat_historique,2024-04-08,2024,,21.5,13.2,0.0,97,44,19.9
Ouled Frej,climat_historique,2024-04-09,2024,,22.2,14.1,0.0,93,44,32.0
Ouled Frej,climat_historique,2024-04-10,2024,,27.6,12.4,0.0,94,34,24.6
Ouled Frej,climat_historique,2024-04-11,2024,,30.9,11.9,0.0,96,23,19.7
Ouled Frej,climat_historique,2024-04-12,2024,,30.7,16.0,0.0,67,18,26.7
Ouled Frej,climat_historique,2024-04-13,2024,,31.4,14.9,0.0,62,20,21.7
